DATE,"(NETCONS.)","MAXI.DEMANDMETDURINGTHE DAY","TIME OFOCCUR-RENCE OFMAXDEMAND","SHEDDINGAT THISTIME","UN-REST-RICTEDDEMAND","MAXIMUMUN-REST-RICTEDDEMANDDURINGTHE DAY","TIME OFMAX.UN-REST.DEMAND","DEMANDAT THATTIME","SHEDDINGAT THATTIME"
01.Jan.18,64.082,4042,10:34:14,12,4054,4054,10:34:14,4042,12
02.Jan.18,64.375,4021,10:32:29,0,4021,4021,10:32:29,4021,0
03.Jan.18,67.302,4243,10:01:30,0,4243,4243,10:01:30,4243,0
04.Jan.18,70.564,4073,10:32:40,0,4073,4073,10:32:40,4073,0
05.Jan.18,72.199,4464,9:56:11,0,4464,4464,9:56:11,4464,0
06.Jan.18,66.837,4159,10:03:18,26,4185,4185,10:03:18,4159,26
07.Jan.18,65.592,4016,11:00,0,4016,4016,11:00,4016,0
08.Jan.18,68.931,4290,9:29:11,0,4290,4290,9:29:11,4290,0
09.Jan.18,69.748,4225,9:53:46,0,4225,4225,9:53:46,4225,0
10.Jan.18,69.574,4241,10:00:39,0,4241,4241,10:00:39,4241,0
11.Jan.18,69.142,4205,9:45:22,0,4205,4205,9:45:22,4205,0
12.Jan.18,70.503,4233,10:25:37,0,4233,4233,10:25:37,4233,0
13.Jan.18,64.929,3959,9:56:33,0,3959,3959,9:56:33,3959,0
14.Jan.18,60.073,3960,9:51:37,0,3960,3960,9:51:37,3960,0
15.Jan.18,64.884,3999,9:24:51,0,3999,3999,9:24:51,3999,0
16.Jan.18,68.808,3910,9:59,0,3910,3910,9:59,3910,0
17.Jan.18,68.314,4041,10:20,0,4041,4041,10:20,4041,0
18.Jan.18,67.573,3969,9:54:19,0,3969,3969,9:54:19,3969,0
19.Jan.18,65.681,3993,10:29,0,3993,3993,10:29,3993,0
20.Jan.18,65.273,3825,10:24:41,0,3825,3825,10:24:41,3825,0
21.Jan.18,62.219,3908,10:46:20,0,3908,3908,10:46:20,3908,0
22.Jan.18,65.321,4024,9:25:16,0,4024,4024,9:25:16,4024,0
23.Jan.18,65.696,3899,9:32:05,0,3899,3899,9:32:05,3899,0
24.Jan.18,69.577,4077,9:47,0,4077,4079,10:00,4044,35
25.Jan.18,69.719,4052,9:43:44,29,4081,4081,9:43:44,4052,29
26.Jan.18,58.515,3555,10:13:12,0,3555,3555,10:13:12,3555,0
27.Jan.18,63.06,3940,10:32,0,3940,3940,10:32,3940,0
28.Jan.18,64.144,4063,10:07:03,0,4063,4063,10:07:03,4063,0
29.Jan.18,65.297,4059,9:59:27,0,4059,4059,9:59:27,4059,0
30.Jan.18,67.206,3980,10:23:48,0,3980,3980,10:23:48,3980,0
31.Jan.18,67.305,4072,10:31:31,0,4072,4072,10:31:31,4072,0
01.Feb.18,66.49,3753,9:45:24,0,3753,3753,9:45:24,3753,0
02.Feb.18,65.744,3884,9:59:59,0,3884,3884,9:59:59,3884,0
03.Feb.18,61.863,3783,10:17:09,0,3783,3783,10:17:09,3783,0
04.Feb.18,61.771,3752,10:21:59,0,3752,3752,10:21:59,3752,0
05.Feb.18,63.718,3718,10:00,0,3718,3718,10:00,3718,0
06.Feb.18,64.046,3742,10:00,0,3742,3742,10:00,3742,0
07.Feb.18,66.021,3818,10:29,0,3818,3818,10:29,3818,0
08.Feb.18,64.948,3724,9:58:53,0,3724,3724,9:58:53,3724,0
09.Feb.18,66.571,3946,10:09:27,0,3946,3946,10:09:27,3946,0
10.Feb.18,62.666,3726,10:22,0,3726,3726,10:22,3726,0
11.Feb.18,57.693,3707,10:47:40,0,3707,3707,10:47:40,3707,0
12.Feb.18,63.374,3736,9:46:54,0,3736,3736,9:46:54,3736,0
13.Feb.18,64.324,3826,10:01,0,3826,3826,10:01,3826,0
14.Feb.18,63.803,3944,9:50,0,3944,3944,9:50,3944,0
15.Feb.18,60.635,3708,9:59:24,1,3709,3709,9:59:24,3708,1
16.Feb.18,65.687,3826,10:31:25,0,3826,3827,10:00,3809,18
17.Feb.18,61.551,3569,9:51:56,5,3574,3574,9:51:56,3569,5
18.Feb.18,54.754,3591,10:23:51,0,3591,3591,10:23:51,3591,0
19.Feb.18,61.543,3549,10:02:46,0,3549,3549,10:02:46,3549,0
20.Feb.18,58.156,3590,10:12:52,0,3590,3590,10:12:52,3590,0
21.Feb.18,62.291,3544,9:54:32,0,3544,3544,9:54:32,3544,0
22.Feb.18,62.574,3495,10:16:07,0,3495,3495,10:16:07,3495,0
23.Feb.18,64.616,3599,10:32:34,0,3599,3599,10:32:34,3599,0
24.Feb.18,61.107,3521,10:10:39,0,3521,3521,10:10:39,3521,0
25.Feb.18,58.868,3367,10:48:27,0,3367,3367,10:48:27,3367,0
26.Feb.18,61.829,3404,10:32:11,0,3404,3404,10:32:11,3404,0
27.Feb.18,63.142,3425,10:30,2,3427,3427,10:30,3425,2
28.Feb.18,63.425,3578,10:15:10,0,3578,3578,10:15:10,3578,0
01.Mar.18,60.607,3537,9:38:24,0,3537,3537,9:38:24,3537,0
02.Mar.18,47.211,2384,13:26:37,0,2384,2384,13:26:37,2384,0
03.Mar.18,53.537,2940,10:16:37,0,2940,2940,10:16:37,2940,0
04.Mar.18,58.596,3055,10:30,0,3055,3055,10:30,3055,0
05.Mar.18,61.441,3278,10:40,0,3278,3278,10:40,3278,0
06.Mar.18,62.257,3319,10:35:06,0,3319,3319,10:35:06,3319,0
07.Mar.18,59.575,3378,10:38:10,0,3378,3378,10:38:10,3378,0
08.Mar.18,64.662,3364,10:35,0,3364,3364,10:35,3364,0
09.Mar.18,66.394,3527,10:20:36,0,3527,3527,10:20:36,3527,0
10.Mar.18,62.356,3291,10:30,0,3291,3291,10:30,3291,0
11.Mar.18,60.44,3188,11:12:35,0,3188,3188,11:12:35,3188,0
12.Mar.18,65.415,3380,11:00,0,3380,3380,11:00,3380,0
13.Mar.18,67.788,3482,10:40,4,3486,3486,10:40,3482,4
14.Mar.18,69.566,3628,11:17:50,1,3629,3629,11:17:50,3628,1
15.Mar.18,69.801,3573,19:01:43,0,3573,3573,19:01:43,3573,0
16.Mar.18,70.483,3610,10:44:00,0,3610,3610,10:44:00,3610,0
17.Mar.18,66.08,3331,10:42,0,3331,3331,10:42,3331,0
18.Mar.18,62.573,3175,10:03:10,0,3175,3175,10:03:10,3175,0
19.Mar.18,67.565,3472,10:31,0,3472,3472,10:31,3472,0
20.Mar.18,69.455,3506,19:00,0,3506,3506,19:00,3506,0
21.Mar.18,71.339,3589,10:41:00,26,3615,3615,10:41:00,3589,26
22.Mar.18,67.678,3585,10:36:49,0,3585,3585,10:36:49,3585,0
23.Mar.18,67.395,3576,11:00,0,3576,3576,11:00,3576,0
24.Mar.18,65.801,3349,10:31:57,0,3349,3349,10:31:57,3349,0
25.Mar.18,64.921,3109,19:28:09,0,3109,3109,19:28:09,3109,0
26.Mar.18,71.883,3575,11:00,0,3575,3575,11:00,3575,0
27.Mar.18,77.185,3766,19:27:53,0,3766,3766,19:27:53,3766,0
28.Mar.18,74.515,3704,19:09:12,0,3704,3704,19:09:12,3704,0
29.Mar.18,75.047,3698,19:27:30,0,3698,3698,19:27:30,3698,0
30.Mar.18,75.768,3752,19:20:14,0,3752,3752,19:20:14,3752,0
31.Mar.18,74.695,3613,19:20:44,0,3613,3613,19:20:44,3613,0
01.Apr.18,80.593,3470,20:25:35,0,3470,3470,20:25:35,3470,0
02.Apr.18,70.707,3926,12:00:57,0,3926,3926,12:00:57,3926,0
03.Apr.18,83.883,4056,15:32:13,0,4056,4056,15:32:13,4056,0
04.Apr.18,87.918,4218,15:42:47,0,4218,4218,15:42:47,4218,0
05.Apr.18,91.245,4391,15:34:50,2,4393,4393,15:34:50,4391,2
06.Apr.18,85.927,4385,15:13:30,0,4385,4385,15:13:30,4385,0
07.Apr.18,75.643,3684,18:29:12,2,3686,3686,18:29:12,3684,2
08.Apr.18,76.345,3657,19:22:27,0,3657,3657,19:22:27,3657,0
09.Apr.18,77.61,3816,19:23:01,0,3816,3816,19:23:01,3816,0
10.Apr.18,81.674,4060,15:39:16,0,4060,4060,15:39:16,4060,0
11.Apr.18,79.862,3941,15:14:00,0,3941,3941,15:14:00,3941,0
12.Apr.18,80.205,3885,15:58:41,0,3885,3885,15:58:41,3885,0
13.Apr.18,82.983,3894,15:30:50,0,3894,3894,15:30:50,3894,0
14.Apr.18,78.224,3725,19:22:26,0,3725,3725,19:22:26,3725,0
15.Apr.18,79.117,3856,23:16:24,3,3859,3859,23:16:24,3856,3
16.Apr.18,88.618,4180,15:45,0,4180,4180,15:45,4180,0
17.Apr.18,92.429,4454,15:29:36,0,4454,4454,15:29:36,4454,0
18.Apr.18,92.822,4488,15:19:36,0,4488,4488,15:19:36,4488,0
19.Apr.18,96.397,4677,15:49:17,9,4686,4686,15:49:17,4677,9
20.Apr.18,95.486,4685,15:01:29,0,4685,4685,15:01:29,4685,0
21.Apr.18,90.823,4202,0:02:03,0,4202,4288,15:00,4027,261
22.Apr.18,80.978,3828,0:00:31,0,3828,3828,0:00:31,3828,0
23.Apr.18,86.541,4188,15:57,0,4188,4188,15:57,4188,0
24.Apr.18,91.789,4438,15:06:19,0,4438,4438,15:06:19,4438,0
25.Apr.18,95.254,4664,15:35:49,0,4664,4664,15:35:49,4664,0
26.Apr.18,100.706,4919,15:18:20,0,4919,4919,15:18:20,4919,0
27.Apr.18,105.68,5200,15:34:54,0,5200,5200,15:34:54,5200,0
28.Apr.18,101.229,4835,23:30,0,4835,4835,23:30,4835,0
29.Apr.18,99.159,4800,0:00:38,0,4800,4800,0:00:38,4800,0
30.Apr.18,104.08,4851,15:55,0,4851,4851,15:55,4851,0
01.May.18,106.744,5093,0:00:21,0,5093,5093,0:00:21,5093,0
02.May.18,102.305,5225,15:40:51,0,5225,5225,15:40:51,5225,0
03.May.18,96.09,4607,15:29:25,0,4607,4607,15:29:25,4607,0
04.May.18,99.2,4863,15:34:13,0,4863,4863,15:34:13,4863,0
05.May.18,99.785,4929,23:31:33,0,4929,4929,23:31:33,4929,0
06.May.18,96.598,4906,0:01:36,0,4906,4906,0:01:36,4906,0
07.May.18,104.43,5182,22:36:59,0,5182,5182,22:36:59,5182,0
08.May.18,99.358,4784,15:26:15,0,4784,4784,15:26:15,4784,0
09.May.18,96.042,4799,14:47:20,0,4799,4799,14:47:20,4799,0
10.May.18,100.013,4899,23:01:12,0,4899,4899,23:01:12,4899,0
11.May.18,104.673,5298,23:32:19,4,5302,5302,23:32:19,5298,4
12.May.18,110.605,5410,23:12:03,6,5416,5416,23:12:03,5410,6
13.May.18,101.335,5344,0:00:12,0,5344,5344,0:00:12,5344,0
14.May.18,97.441,4946,23:07:40,0,4946,4946,23:07:40,4946,0
15.May.18,107.13,5382,23:18:31,0,5382,5382,23:18:31,5382,0
16.May.18,102.888,5350,23:28:51,0,5350,5350,23:28:51,5350,0
17.May.18,112.001,5387,23:25:42,0,5387,5387,23:25:42,5387,0
18.May.18,109.883,5551,23:00:31,0,5551,5551,23:00:31,5551,0
19.May.18,112.815,5451,0:03:56,0,5451,5451,0:03:56,5451,0
20.May.18,103.295,5341,23:35:17,0,5341,5341,23:35:17,5341,0
21.May.18,112.782,5609,23:22:17,0,5609,5609,23:22:17,5609,0
22.May.18,119.607,5849,22:59,7,5856,5856,22:59,5849,7
23.May.18,122.459,6078,23:12:19,0,6078,6078,23:12:19,6078,0
24.May.18,123.589,6029,15:05:12,0,6029,6029,15:05:12,6029,0
25.May.18,122.09,6008,15:42:02,0,6008,6008,15:42:02,6008,0
26.May.18,118.694,5851,0:00:51,0,5851,5851,0:00:51,5851,0
27.May.18,114.716,5959,23:42:54,7,5966,5966,23:42:54,5959,7
28.May.18,127.048,6209,23:21:18,0,6209,6209,23:21:18,6209,0
29.May.18,129.596,6285,22:54:11,8,6293,6293,22:54:11,6285,8
30.May.18,130.355,6442,15:42:30,10,6452,6452,15:42:30,6442,10
31.May.18,131.593,6417,15:33:23,0,6417,6417,15:33:23,6417,0
01.Jun.18,132.169,6651,15:36:37,0,6651,6651,15:36:37,6651,0
02.Jun.18,115.818,5636,15:25:17,0,5636,5636,15:25:17,5636,0
03.Jun.18,112.746,5955,23:36:39,0,5955,5955,23:36:39,5955,0
04.Jun.18,129.823,6438,15:36:20,11,6449,6449,15:36:20,6438,11
05.Jun.18,135.028,6562,15:45:52,3,6565,6565,15:45:52,6562,3
06.Jun.18,130.944,6377,0:01:22,7,6384,6384,0:01:22,6377,7
07.Jun.18,132.131,6568,15:20:39,0,6568,6568,15:20:39,6568,0
08.Jun.18,136.734,6934,15:28:33,3,6937,6937,15:28:33,6934,3
09.Jun.18,125.71,6419,15:21:51,0,6419,6419,15:21:51,6419,0
10.Jun.18,116.72,5952,23:42:32,4,5956,5956,23:42:32,5952,4
11.Jun.18,127.459,6412,15:14:47,0,6412,6412,15:14:47,6412,0
12.Jun.18,133.518,6689,15:35:18,0,6689,6689,15:35:18,6689,0
13.Jun.18,139.383,6670,15:26:20,0,6670,6670,15:26:20,6670,0
14.Jun.18,137.191,6621,15:31:20,0,6621,6621,15:31:20,6621,0
15.Jun.18,134.236,6448,0:02:38,4,6452,6452,0:02:38,6448,4
16.Jun.18,127.471,6254,0:00:00,0,6254,6254,0:00:00,6254,0
17.Jun.18,115.248,6006,0:00:08,0,6006,6006,0:00:08,6006,0
18.Jun.18,118.736,5821,15:36:46,0,5821,5821,15:36:46,5821,0
19.Jun.18,118.79,6027,23:35:56,0,6027,6027,23:35:56,6027,0
20.Jun.18,128.335,6256,15:33:31,0,6256,6256,15:33:31,6256,0
21.Jun.18,132.224,6389,15:36:29,14,6403,6403,15:36:29,6389,14
22.Jun.18,136.52,6699,15:15:09,0,6699,6699,15:15:09,6699,0
23.Jun.18,135.939,6472,0:00:19,0,6472,6472,0:00:19,6472,0
24.Jun.18,126.848,6353,23:40:52,0,6353,6353,23:40:52,6353,0
25.Jun.18,138.781,6848,15:27:36,0,6848,6848,15:27:36,6848,0
26.Jun.18,130.817,6512,0:00:00,6,6518,6518,0:00:00,6512,6
27.Jun.18,122.99,6118,14:57:21,0,6118,6118,14:57:21,6118,0
28.Jun.18,116.844,5671,15:33:40,0,5671,5671,15:33:40,5671,0
29.Jun.18,116.591,5498,15:06:43,0,5498,5498,15:06:43,5498,0
30.Jun.18,115.169,5649,23:00:44,0,5649,5649,23:00:44,5649,0
01.Jul.18,114.775,5811,23:18:11,0,5811,5811,23:18:11,5811,0
02.Jul.18,120.857,6206,15:41:02,0,6206,6206,15:41:02,6206,0
03.Jul.18,122.059,6005,23:22:14,14,6019,6019,23:22:14,6005,14
04.Jul.18,120.556,5982,23:14:46,0,5982,5982,23:14:46,5982,0
05.Jul.18,124.12,6261,14:53:33,0,6261,6261,14:53:33,6261,0
06.Jul.18,127.547,6152,15:37:39,7,6159,6159,15:37:39,6152,7
07.Jul.18,126.624,6106,23:46:54,9,6115,6115,23:46:54,6106,9
08.Jul.18,124.25,6459,23:18:47,0,6459,6459,23:18:47,6459,0
09.Jul.18,140.113,6998,15:22:20,0,6998,6998,15:22:20,6998,0
10.Jul.18,140.397,7016,15:26:49,0,7016,7016,15:26:49,7016,0
11.Jul.18,135.062,6566,15:15:06,0,6566,6566,15:15:06,6566,0
12.Jul.18,131.572,6707,15:23:18,0,6707,6707,15:23:18,6707,0
13.Jul.18,120.37,6035,0:00:11,0,6035,6035,0:00:11,6035,0
14.Jul.18,109.05,5268,23:10:29,10,5278,5278,23:10:29,5268,10
15.Jul.18,110.561,5799,23:20:35,0,5799,5799,23:20:35,5799,0
16.Jul.18,121.181,5688,22:52:49,2,5690,5690,22:52:49,5688,2
17.Jul.18,122.341,6216,23:00,0,6216,6216,23:00,6216,0
18.Jul.18,127.252,6356,15:10:26,0,6356,6356,15:10:26,6356,0
19.Jul.18,127.933,6442,15:19:08,0,6442,6442,15:19:08,6442,0
20.Jul.18,124.311,6038,0:00:19,0,6038,6038,0:00:19,6038,0
21.Jul.18,111.459,5568,0:00:11,0,5568,5568,0:00:11,5568,0
22.Jul.18,103.304,5030,23:03:30,0,5030,5030,23:03:30,5030,0
23.Jul.18,112.747,5616,22:57:46,0,5616,5616,22:57:46,5616,0
24.Jul.18,122.202,6049,22:54:09,0,6049,6049,22:54:09,6049,0
25.Jul.18,118.001,5735,0:00:11,0,5735,5735,0:00:11,5735,0
26.Jul.18,108.838,5312,0:00:06,0,5312,5312,0:00:06,5312,0
27.Jul.18,98.606,4721,15:06:52,1,4722,4722,15:06:52,4721,1
28.Jul.18,95.761,4471,14:59:52,0,4471,4471,14:59:52,4471,0
29.Jul.18,96.042,5313,23:01:00,11,5324,5324,23:01:00,5313,11
30.Jul.18,110.929,5633,22:59:01,3,5636,5636,22:59:01,5633,3
31.Jul.18,113.477,5389,0:00:00,0,5389,5389,0:00:00,5389,0
01.Aug.18,114.863,5786,23:02:10,0,5786,5786,23:02:10,5786,0
02.Aug.18,119.169,5929,22:54:44,0,5929,5929,22:54:44,5929,0
03.Aug.18,118.36,5662,0:01:05,0,5662,5662,0:01:05,5662,0
04.Aug.18,113.63,5670,23:20:32,0,5670,5670,23:20:32,5670,0
05.Aug.18,107.798,5520,0:00:12,0,5520,5520,0:00:12,5520,0
06.Aug.18,107.84,5054,0:00:10,0,5054,5054,0:00:10,5054,0
07.Aug.18,106.397,5137,15:14:28,0,5137,5137,15:14:28,5137,0
08.Aug.18,110.479,5358,22:59:49,0,5358,5358,22:59:49,5358,0
09.Aug.18,118.054,5853,22:55:04,0,5853,5853,22:55:04,5853,0
10.Aug.18,122.278,5753,22:57:56,0,5753,5753,22:57:56,5753,0
11.Aug.18,117.16,5775,23:00:35,0,5775,5775,23:00:35,5775,0
12.Aug.18,110.745,5613,0:00:46,7,5620,5613,0:00:46,5613,0
13.Aug.18,116.634,5665,23:08:48,0,5665,5672,23:08:48,5665,7
14.Aug.18,119.888,5814,23:02:26,11,5825,5814,23:02:26,5814,0
15.Aug.18,103.122,5669,0:00:22,0,5669,5680,0:00:22,5669,11
16.Aug.18,119.499,5844,15:16:43,0,5844,5844,15:16:43,5844,0
17.Aug.18,125.273,5937,22:46:00,0,5937,5937,22:46:00,5937,0
18.Aug.18,120.518,5758,15:29:06,0,5758,5758,15:29:06,5758,0
19.Aug.18,109.848,5367,23:03:12,0,5367,5367,23:03:12,5367,0
20.Aug.18,119.909,5829,15:29:31,5,5834,5829,15:29:31,5829,0
21.Aug.18,120.41,5880,22:57:39,21,5901,5885,22:57:39,5880,5
22.Aug.18,117.368,5689,0:01,0,5689,5710,0:01,5689,21
23.Aug.18,114.506,5430,23:00:28,0,5430,5430,23:00:28,5430,0
24.Aug.18,115.067,5480,22:59:07,0,5480,5480,22:59:07,5480,0
25.Aug.18,108.247,5287,0:00:25,0,5287,5287,0:00:25,5287,0
26.Aug.18,99.875,5203,23:10:59,0,5203,5203,23:10:59,5203,0
27.Aug.18,111.89,5410,22:51:23,0,5410,5410,22:51:23,5410,0
28.Aug.18,107.824,5184,15:21:01,6,5190,5190,15:21:01,5184,6
29.Aug.18,106.733,5130,16:44:14,0,5130,5130,16:44:14,5130,0
30.Aug.18,114.369,5563,22:43:18,0,5563,5563,22:43:18,5563,0
31.Aug.18,114.409,5577,22:57:59,0,5577,5577,22:57:59,5577,0
01.Sep.18,105.331,5358,0:02:01,0,5358,5358,0:02:01,5358,0
02.Sep.18,92.86,4591,0:02:20,0,4591,4591,0:02:20,4591,0
03.Sep.18,89.184,4119,11:32:56,0,4119,4119,11:32:56,4119,0
04.Sep.18,95.965,4577,15:06:23,0,4577,4577,15:06:23,4577,0
05.Sep.18,95.488,4610,19:40:24,0,4610,4610,19:40:24,4610,0
06.Sep.18,103.25,5124,15:42:49,0,5124,5124,15:42:49,5124,0
07.Sep.18,98.127,4864,14:30,0,4864,4864,14:30,4864,0
08.Sep.18,94.29,4334,15:11:30,0,4334,4334,15:11:30,4334,0
09.Sep.18,89.726,4231,22:57:58,0,4231,4231,22:57:58,4231,0
10.Sep.18,98.841,4730,15:34:18,0,4730,4730,15:34:18,4730,0
11.Sep.18,105.03,5109,15:22:15,0,5109,5109,15:22:15,5109,0
12.Sep.18,106.518,5145,15:10:19,0,5145,5145,15:10:19,5145,0
13.Sep.18,108.217,5165,15:06:44,0,5165,5165,15:06:44,5165,0
14.Sep.18,107.094,5100,15:06:31,0,5100,5100,15:06:31,5100,0
15.Sep.18,102.407,4859,0:00:41,0,4859,4859,0:00:41,4859,0
16.Sep.18,99.94,4861,23:10:36,0,4861,4861,23:10:36,4861,0
17.Sep.18,108.096,5099,23:05:47,0,5099,5099,23:05:47,5099,0
18.Sep.18,108.687,5100,22:53:22,0,5100,5100,22:53:22,5100,0
19.Sep.18,106.246,5080,15:30:42,0,5080,5080,15:30:42,5080,0
20.Sep.18,108.921,5225,15:27:37,0,5225,5225,15:27:37,5225,0
21.Sep.18,105.194,4982,0:00:15,0,4982,4982,0:00:15,4982,0
22.Sep.18,91.094,4260,0:00:13,10,4270,4270,0:00:13,4260,10
23.Sep.18,83.779,3966,18:50:14,0,3966,3966,18:50:14,3966,0
24.Sep.18,87.203,4235,15:27:29,0,4235,4235,15:27:29,4235,0
25.Sep.18,80.72,3995,18:43,0,3995,3995,18:43,3995,0
26.Sep.18,83.533,4231,18:56:02,0,4231,4231,18:56:02,4231,0
27.Sep.18,90.483,4400,18:41:53,6,4406,4406,18:41:53,4400,6
28.Sep.18,93.266,4455,18:53:53,0,4455,4455,18:53:53,4455,0
29.Sep.18,94.885,4459,19:21:17,0,4459,4459,19:21:17,4459,0
30.Sep.18,89.159,4137,22:54:54,0,4137,4137,22:54:54,4137,0
01.Oct.18,95.112,4568,15:31:29,0,4568,4568,15:31:29,4568,0
02.Oct.18,84.8,4167,0:00:05,0,4167,4167,0:00:05,4167,0
03.Oct.18,95.566,4630,15:40:53,0,4630,4630,15:40:53,4630,0
04.Oct.18,99.609,4704,15:35:50,70,4774,4774,15:35:50,4704,70
05.Oct.18,99.255,4713,11:42:49,0,4713,4713,11:42:49,4713,0
06.Oct.18,92.713,4291,18:45:22,3,4294,4294,18:45:22,4291,3
07.Oct.18,85.157,3975,19:01,0,3975,4004,22:30,3903,101
08.Oct.18,93.628,4374,18:26:36,0,4374,4374,18:26:36,4374,0
09.Oct.18,92.101,4482,18:34:05,0,4482,4482,18:34:05,4482,0
10.Oct.18,95.474,4600,15:01:39,0,4600,4600,15:01:39,4600,0
11.Oct.18,91.804,4482,11:41:05,10,4492,4492,11:41:05,4482,10
12.Oct.18,83.632,4173,18:21:23,0,4173,4173,18:21:23,4173,0
13.Oct.18,76.004,3825,18:32:20,0,3825,3825,18:32:20,3825,0
14.Oct.18,70.515,3522,18:28:10,0,3522,3522,18:28:10,3522,0
15.Oct.18,76.748,3963,18:32:34,0,3963,3963,18:32:34,3963,0
16.Oct.18,80.519,4083,18:15:48,0,4083,4083,18:15:48,4083,0
17.Oct.18,80.279,4042,18:28:57,0,4042,4042,18:28:57,4042,0
18.Oct.18,81.005,4089,18:19:29,0,4089,4089,18:19:29,4089,0
19.Oct.18,70.467,3380,11:17:41,0,3380,3380,11:17:41,3380,0
20.Oct.18,72.578,3756,18:21:58,0,3756,3756,18:21:58,3756,0
21.Oct.18,69.679,3487,18:36:22,0,3487,3487,18:36:22,3487,0
22.Oct.18,72.981,3784,18:34:29,0,3784,3784,18:34:29,3784,0
23.Oct.18,73.217,3795,18:16:55,0,3795,3795,18:16:55,3795,0
24.Oct.18,74.042,3835,18:21:51,0,3835,3835,18:21:51,3835,0
25.Oct.18,73.442,3869,18:20:44,0,3869,3869,18:20:44,3869,0
26.Oct.18,72.637,3768,18:16:39,0,3768,3768,18:16:39,3768,0
27.Oct.18,68.812,3503,18:08:41,0,3503,3503,18:08:41,3503,0
28.Oct.18,65.636,3363,18:32:21,0,3363,3363,18:32:21,3363,0
29.Oct.18,69.901,3696,18:24:55,0,3696,3696,18:24:55,3696,0
30.Oct.18,72.513,3738,10:34:33,0,3738,3738,10:34:33,3738,0
31.Oct.18,70.567,3736,18:17:38,0,3736,3736,18:17:38,3736,0
01.Nov.18,70.917,3720,18:11:59,0,3720,3720,18:11:59,3720,0
02.Nov.18,71.267,3788,18:21:11,0,3788,3788,18:21:11,3788,0
03.Nov.18,67.036,3524,18:18:44,0,3524,3524,18:18:44,3524,0
04.Nov.18,64.415,3280,18:33:41,0,3280,3280,18:33:41,3280,0
05.Nov.18,66.237,3464,18:33:05,0,3464,3464,18:33:05,3464,0
06.Nov.18,63.735,3378,11:06:56,0,3378,3378,11:06:56,3378,0
07.Nov.18,53.387,2824,18:18:20,0,2824,2824,18:18:20,2824,0
08.Nov.18,50.889,2622,10:00:13,0,2622,2622,10:00:13,2622,0
09.Nov.18,55.874,3143,10:06:09,0,3143,3143,10:06:09,3143,0
10.Nov.18,55.829,3071,10:45:33,0,3071,3071,10:45:33,3071,0
11.Nov.18,56.772,2982,11:14:14,0,2982,2982,11:14:14,2982,0
12.Nov.18,60.356,3308,9:57:00,0,3308,3308,9:57:00,3308,0
13.Nov.18,61.446,3374,10:45:06,0,3374,3374,10:45:06,3374,0
14.Nov.18,61.41,3302,9:35:41,0,3302,3302,9:35:41,3302,0
15.Nov.18,60.34,3288,18:00,0,3288,3288,18:00,3288,0
16.Nov.18,63.389,3387,11:00,0,3387,3387,11:00,3387,0
17.Nov.18,59.921,3313,10:38:20,0,3313,3313,10:38:20,3313,0
18.Nov.18,59.098,3237,10:44:11,0,3237,3237,10:44:11,3237,0
19.Nov.18,61.525,3411,10:08:45,0,3411,3411,10:08:45,3411,0
20.Nov.18,60.481,3314,10:34:51,0,3314,3314,10:34:51,3314,0
21.Nov.18,60.74,3533,10:55:27,0,3533,3533,10:55:27,3533,0
22.Nov.18,61.052,3311,10:30,0,3311,3311,10:30,3311,0
23.Nov.18,59.561,3589,10:18:01,0,3589,3589,10:18:01,3589,0
24.Nov.18,58.704,3278,10:13:47,0,3278,3278,10:13:47,3278,0
25.Nov.18,57.933,3366,11:03:28,0,3366,3366,11:03:28,3366,0
26.Nov.18,62.044,3392,10:13:22,0,3392,3392,10:13:22,3392,0
27.Nov.18,62.468,3340,11:13,0,3340,3340,11:13,3340,0
28.Nov.18,63.607,3438,10:51:16,0,3438,3438,10:51:16,3438,0
29.Nov.18,62.526,3444,10:02:41,0,3444,3444,10:02:41,3444,0
30.Nov.18,64.819,3572,10:07,0,3572,3572,10:07,3572,0
01.Dec.18,59.603,3354,9:49:33,0,3354,3354,9:49:33,3354,0
02.Dec.18,57.364,3336,10:30,0,3336,3336,10:30,3336,0
03.Dec.18,61.955,3501,10:08:27,0,3501,3501,10:08:27,3501,0
04.Dec.18,61.074,3540,10:30:14,0,3540,3540,10:30:14,3540,0
05.Dec.18,64.662,3577,10:33:57,0,3577,3577,10:33:57,3577,0
06.Dec.18,63.059,3520,10:04,0,3520,3520,10:04,3520,0
07.Dec.18,64.092,3678,10:22:01,0,3678,3678,10:22:01,3678,0
08.Dec.18,60.876,3585,10:29:19,0,3585,3585,10:29:19,3585,0
09.Dec.18,58.965,3530,10:15,0,3530,3530,10:15,3530,0
10.Dec.18,63.025,3573,9:31:22,0,3573,3573,9:31:22,3573,0
11.Dec.18,63.936,3641,10:29:24,0,3641,3641,10:29:24,3641,0
12.Dec.18,64.167,3692,9:59:09,0,3692,3692,9:59:09,3692,0
13.Dec.18,64.042,3640,10:10:39,0,3640,3640,10:10:39,3640,0
14.Dec.18,65.378,3827,10:29:40,0,3827,3827,10:29:40,3827,0
15.Dec.18,62.176,3747,9:44:39,0,3747,3747,9:44:39,3747,0
16.Dec.18,60.49,3738,11:01:57,0,3738,3738,11:01:57,3738,0
17.Dec.18,64.678,3776,10:02:53,0,3776,3776,10:02:53,3776,0
